numStages,elapsedTime,executorRunTime,executorCpuTime,peakExecutionMemory,numNodes,numEdges,datasetSize,graphType
20,35413,63530,29865,624,9270,18075288,168.22761821746826,rgg
16,43803,80750,37799,819,9243,23746206,221.02908611297607,rgg
16,55023,124447,53941,1510,9587,32843666,306.01703453063965,rgg
20,62840,186668,75681,1962,12801,42631424,417.3103151321411,rgg
20,27802,49711,24724,475,8016,13752294,127.5676155090332,rgg
20,18685,31344,17317,268,7497,7705065,71.71639060974121,sf
20,19572,32953,18654,282,9313,8144300,76.19435787200928,sf
20,15321,25017,14591,288,10567,6199758,58.52014446258545,sf
20,15904,25468,14002,188,10167,5392230,50.54099464416504,sf
20,16173,26488,15974,228,9425,6543847,61.179059982299805,sf
20,16182,26401,14879,237,5440,6863927,63.05378437042236,sf
20,15320,24654,14161,196,6963,5630153,52.25677967071533,sf
20,21519,36677,18914,417,8384,9023158,84.28635883331299,sf
20,29972,53445,28955,524,11112,15147338,143.75024795532227,sf
20,15524,24955,14482,228,5263,6602232,60.56235980987549,sf
20,16300,25908,15385,213,7774,6128381,57.05182933807373,sf
20,21102,35684,20161,422,7359,9136706,84.97390937805176,sf
20,19585,32324,18188,295,6422,8507250,78.59504508972168,sf
20,18477,28820,16358,249,11503,7091607,68.10544300079346,sf
20,13527,20401,12846,166,6391,4781217,44.27545928955078,sf
20,27938,48808,25982,627,12640,13529040,132.23791027069092,sf
20,19404,32864,17230,280,7403,8076067,75.23452472686768,sf
20,16902,27381,15806,162,5741,7043674,64.93906497955322,sf
20,21707,36625,21458,333,12294,9537785,92.77404499053955,sf
20,18309,30164,15714,255,6671,7328332,68.07627773284912,sf
20,23869,41311,21891,363,11130,10447007,99.61398124694824,sf
20,24359,39835,21206,340,12183,9744318,94.59850025177002,sf
20,23981,41441,21534,363,12274,10390691,101.01905822753906,sf
20,13030,19855,11854,142,6409,4046283,37.44296836853027,sf
20,17231,28559,15292,166,8605,7169309,66.91765975952148,sf
20,17378,28366,16750,262,8475,7539297,70.39247703552246,sf
20,15590,24681,14694,226,6571,6507449,60.32026386260986,sf
20,16751,27258,15105,156,5475,6773697,62.295860290527344,sf
20,13815,21324,11947,104,8541,4482069,41.772382736206055,sf
20,18069,29572,17839,271,9676,7809954,73.06300354003906,sf
20,18451,30711,16843,260,6476,7495405,69.52804183959961,sf
20,16206,26006,15888,248,6567,7159800,66.47949028015137,sf
20,15762,25067,14603,220,7137,6309861,58.65968036651611,sf
20,25813,45592,24390,393,11718,11271075,108.55070209503174,sf
20,11572,16967,10009,159,6358,3391803,31.35115337371826,sf
20,20372,34390,18467,203,9741,8793434,82.33832263946533,sf
20,15607,25370,15084,276,7731,5940575,55.30736827850342,sf
20,14176,22262,12487,234,8922,5006270,46.70977592468262,sf
20,17636,29413,15792,244,5957,7019181,64.88888931274414,sf
20,27922,49528,26788,583,9981,12648680,118.48670482635498,sf
20,23984,38731,20516,451,11939,9697735,93.78103446960449,sf
20,24224,42407,25814,393,10780,11329854,107.37372970581055,sf
20,14753,23224,13123,258,9541,5544300,51.810194969177246,sf
20,19012,32011,17157,273,11883,7770458,75.09509944915771,sf
20,17061,27991,16654,242,11161,6958959,66.43449306488037,sf
20,14933,24359,13816,201,6233,5784775,53.51736831665039,sf
20,15617,24810,13815,222,6440,6398245,59.272043228149414,sf
20,27643,49044,26891,620,10219,13458065,126.35062217712402,sf
20,25542,44719,23692,415,12136,11902464,115.38456058502197,sf
20,14813,23540,15168,203,7315,5823740,54.12304401397705,sf
20,15832,25834,14550,224,5618,6479325,59.791873931884766,sf
20,41866,75740,37729,724,15457,20897916,210.30348205566406,sf
16,53805,126212,59802,1476,16263,32017050,322.0479497909546,sf
20,53396,119643,57242,1433,15754,31082040,311.1396150588989,sf
16,52370,98534,44531,899,13483,25994375,253.58417797088623,sf
16,55827,104907,46861,930,13571,26910999,262.6081428527832,sf
16,55798,118611,58013,1366,14762,29615035,293.24674224853516,sf
20,32655,58231,29754,546,11585,15746275,150.6905002593994,sf
